Date,Store_ID,Sales,Foot_Traffic,Staff_Count,Avg_Hourly_Rate,Hours_Worked,Labor_Hours,Inventory_Level,Promotions
2023-07-01,5,3661.27,408,13,16.73,7.99,103.91,1230,0
2023-07-02,5,4612.28,451,16,15.42,6.03,96.5,1136,0
2023-07-03,5,4796.52,466,17,15.12,7.94,134.9,1123,0
2023-07-04,5,2394.83,230,8,15.91,6.47,51.77,1290,0
2023-07-05,5,3203.25,329,10,15.73,7.39,73.85,1209,0
2023-07-06,5,4189.32,448,15,13.35,6.58,98.77,1198,0
2023-07-07,5,2174.55,226,8,15.31,7.04,56.35,1283,1
2023-07-08,5,4153.1,429,15,14.02,7.02,105.31,1135,0
2023-07-09,5,4132.69,425,15,14.21,6.72,100.83,1137,0
2023-07-10,5,1566.27,123,4,16.67,7.44,29.74,1358,1
2023-07-11,5,1204.88,120,4,15.31,7.2,28.8,1333,1
2023-07-12,5,2736.22,267,10,14.32,7.02,70.17,1211,0
2023-07-13,5,3773.64,375,14,13.18,7.97,111.52,1225,0
2023-07-14,5,1774.27,161,7,13.84,7.88,55.16,1386,1
2023-07-15,5,1326.4,150,7,14.91,7.91,55.38,1409,1
2023-07-16,5,2975.66,299,10,17.53,7.76,77.63,1331,0
2023-07-17,5,3397.62,341,13,13.43,6.51,84.63,1184,0
2023-07-18,5,2314.67,229,9,15.44,6.7,60.3,1229,0
2023-07-19,5,2347.61,222,8,15.61,6.46,51.7,1351,0
2023-07-20,5,3295.44,294,9,16.83,7.97,71.75,1149,0
2023-07-21,5,2066.05,212,9,15.19,6.31,56.75,1328,1
2023-07-22,5,2094.18,212,7,15.61,6.73,47.13,1346,1
2023-07-23,5,2920.18,303,12,16.77,6.4,76.78,1369,0
2023-07-24,5,2978.03,299,9,13.83,6.45,58.02,1234,0
2023-07-25,5,2456.39,224,9,16.19,6.49,58.45,1280,0
2023-07-26,5,3792.04,363,12,12.91,7.28,87.35,1230,0
2023-07-27,5,3173.42,344,11,15.1,6.15,67.67,1276,0
2023-07-28,5,2262.25,233,9,14.64,7.15,64.31,1302,0
2023-07-29,5,1480.08,164,5,13.92,7.64,38.19,1391,1
2023-07-30,5,3275.7,346,13,16.46,7.53,97.93,1201,0
2023-07-31,5,3273.92,308,12,16.54,6.3,75.63,1260,0
2023-08-01,5,2343.98,228,8,16.6,7.83,62.64,1233,0
2023-08-02,5,2615.46,275,11,15.57,7.54,82.94,1436,0
2023-08-03,5,2925.99,276,11,13.15,6.01,66.12,1302,0
2023-08-04,5,3618.83,354,13,14.51,7.47,97.17,1155,0
2023-08-05,5,3017.82,291,11,16.51,7.47,82.22,1245,0
2023-08-06,5,2636.01,249,9,16.49,6.99,62.94,1236,0
2023-08-07,5,2996.12,297,10,16.8,6.09,60.92,1219,0
2023-08-08,5,3145.88,305,11,15.47,7.16,78.76,1259,0
2023-08-09,5,2414.56,233,8,14.73,7.53,60.25,1376,0
2023-08-10,5,2905.37,296,9,12.05,6.54,58.88,1263,0
2023-08-11,5,1604.03,180,8,16.29,7.33,58.67,1277,1
2023-08-12,5,2947.4,310,11,14.85,6.71,73.79,1234,0
2023-08-13,5,1559.27,159,7,13.12,7.15,50.03,1348,1
2023-08-14,5,1261.87,159,6,16.14,6.77,40.61,1403,1
2023-08-15,5,1940.73,207,8,17.13,6.61,52.86,1338,1
2023-08-16,5,1000.0,116,3,16.3,7.71,23.14,1310,1
2023-08-17,5,1518.35,149,5,16.01,7.51,37.54,1332,1
2023-08-18,5,2274.83,220,7,16.4,6.69,46.84,1263,0
2023-08-19,5,2171.32,225,7,10.9,6.87,48.08,1371,1
2023-08-20,5,2437.98,262,10,17.58,7.38,73.83,1291,0
2023-08-21,5,2428.13,246,9,13.81,7.62,68.6,1206,0
2023-08-22,5,2181.74,206,6,13.94,7.37,44.21,1282,0
2023-08-23,5,1179.75,92,5,14.29,7.08,35.41,1464,1
2023-08-24,5,2578.84,226,9,14.46,7.91,71.18,1264,0
2023-08-25,5,1732.15,174,7,17.25,7.55,52.84,1327,1
2023-08-26,5,1992.15,216,7,15.82,6.23,43.62,1332,1
2023-08-27,5,1863.79,140,6,13.98,7.12,42.7,1362,1
2023-08-28,5,3021.24,290,11,14.21,6.82,75.01,1251,0
2023-08-29,5,1000.0,85,4,18.74,7.59,30.36,1471,1
2023-08-30,5,1450.64,153,5,15.53,6.09,30.45,1377,1
2023-08-31,5,2132.76,200,8,14.35,6.82,54.57,1363,1
2023-09-01,5,1708.25,146,4,12.57,6.64,26.55,1373,1
2023-09-02,5,1286.52,116,5,12.49,6.28,31.41,1332,1
2023-09-03,5,1000.0,85,3,13.32,6.76,20.27,1500,1
2023-09-04,5,1413.41,142,4,15.14,7.35,29.38,1445,1
2023-09-05,5,1918.01,188,7,16.66,6.72,47.06,1318,1
2023-09-06,5,2048.54,214,8,15.92,7.16,57.28,1331,1
2023-09-07,5,1465.46,146,5,16.76,7.19,35.93,1414,1
2023-09-08,5,1729.02,193,6,15.85,7.17,43.05,1371,1
2023-09-09,5,1000.0,91,5,13.16,7.06,35.3,1425,1
2023-09-10,5,1873.26,200,8,15.64,6.23,49.87,1375,1
2023-09-11,5,1557.66,162,5,15.7,6.44,32.18,1393,1
2023-09-12,5,1671.2,161,7,14.82,7.6,53.2,1384,1
2023-09-13,5,1352.96,149,4,14.54,7.0,28.02,1396,1
2023-09-14,5,1688.82,153,7,14.78,7.41,51.89,1397,1
2023-09-15,5,2016.87,226,7,12.68,7.14,49.98,1349,1
2023-09-16,5,1704.72,155,6,13.0,6.08,36.46,1375,1
2023-09-17,5,1000.0,73,3,18.81,7.59,22.78,1489,1
2023-09-18,5,1705.37,142,6,13.12,6.13,36.77,1385,1
2023-09-19,5,1167.04,119,5,12.35,7.89,39.43,1423,1
2023-09-20,5,1000.0,89,4,13.92,6.43,25.72,1376,1
2023-09-21,5,2544.21,258,10,15.69,7.02,70.25,1255,0
2023-09-22,5,1000.0,78,3,15.84,6.13,18.38,1477,1
2023-09-23,5,1000.0,110,4,13.46,7.79,31.16,1449,1
2023-09-24,5,1000.0,104,3,15.14,7.96,23.88,1466,1
2023-09-25,5,2599.37,251,10,14.18,6.29,62.93,1302,0
2023-09-26,5,2156.86,228,8,15.29,6.59,52.73,1347,1
2023-09-27,5,1175.74,129,4,14.56,6.03,24.13,1399,1
2023-09-28,5,1929.93,195,6,13.96,7.57,45.44,1344,1
2023-09-29,5,1000.0,118,3,14.03,6.62,19.87,1399,1
2023-09-30,5,1818.04,204,7,11.7,7.18,50.24,1421,1
2023-10-01,5,1000.0,84,3,14.67,6.08,18.24,1384,1
2023-10-02,5,2777.29,300,12,14.89,7.43,89.17,1293,0
2023-10-03,5,1733.45,155,5,12.89,7.06,35.29,1353,1
2023-10-04,5,1545.95,170,5,14.49,7.45,37.25,1424,1
2023-10-05,5,1000.0,119,4,14.62,7.58,30.32,1431,1
2023-10-06,5,1000.0,97,3,12.22,6.18,18.54,1443,1
2023-10-07,5,1923.91,191,7,13.84,7.16,50.09,1356,1
2023-10-08,5,1000.0,94,4,13.8,7.3,29.2,1370,1
2023-10-09,5,1000.0,84,4,15.27,7.03,28.13,1448,1
2023-10-10,5,2589.56,246,8,16.87,6.36,50.92,1288,0
2023-10-11,5,1699.79,180,8,15.07,7.59,60.73,1326,1
2023-10-12,5,1000.0,117,5,16.74,7.99,39.97,1349,1
2023-10-13,5,1924.6,192,6,14.67,7.94,47.63,1305,1
2023-10-14,5,1267.56,107,3,15.56,7.56,22.67,1437,1
2023-10-15,5,1000.0,77,3,15.1,6.84,20.51,1500,1
2023-10-16,5,1108.54,109,3,18.62,6.67,20.02,1417,1
2023-10-17,5,1000.0,89,3,14.77,6.14,18.41,1370,1
2023-10-18,5,1731.61,197,8,16.17,6.83,54.66,1382,1
2023-10-19,5,1013.0,87,4,15.3,6.31,25.25,1473,1
2023-10-20,5,1621.23,174,6,16.69,6.51,39.05,1466,1
2023-10-21,5,2093.12,197,6,15.95,7.78,46.7,1396,1
2023-10-22,5,3461.04,340,11,15.51,7.94,87.31,1234,0
2023-10-23,5,3168.92,320,11,13.29,7.9,86.87,1275,0
2023-10-24,5,1776.88,188,8,13.42,6.39,51.09,1322,1
2023-10-25,5,1570.02,165,6,14.08,7.8,46.81,1414,1
2023-10-26,5,1150.4,104,3,14.56,6.28,18.85,1455,1
2023-10-27,5,1000.0,102,3,15.17,7.02,21.05,1295,1
2023-10-28,5,1000.0,93,4,14.08,7.29,29.15,1427,1
2023-10-29,5,1000.0,71,3,12.03,6.92,20.77,1495,1
2023-10-30,5,2999.3,305,12,16.54,7.9,94.84,1226,0
2023-10-31,5,2988.86,324,11,15.67,6.67,73.33,1155,0
2023-11-01,5,1781.25,209,8,15.09,7.05,56.44,1356,1
2023-11-02,5,2114.18,218,9,16.88,6.15,55.36,1385,1
2023-11-03,5,1276.81,133,5,13.79,7.7,38.52,1418,1
2023-11-04,5,1755.55,123,5,14.8,6.83,34.13,1361,1
2023-11-05,5,1178.31,172,5,15.24,7.4,37.01,1359,1
2023-11-06,5,1196.95,148,4,14.38,7.36,29.46,1349,1
2023-11-07,5,2329.92,248,9,13.81,7.35,66.17,1323,0
2023-11-08,5,1376.69,139,5,16.31,7.01,35.07,1387,1
2023-11-09,5,2276.18,183,6,15.43,6.56,39.33,1361,0
2023-11-10,5,1786.68,182,6,15.94,7.25,43.5,1379,1
2023-11-11,5,3061.17,307,10,13.76,7.92,79.24,1218,0
2023-11-12,5,2391.65,211,8,16.24,7.67,61.34,1321,0
2023-11-13,5,2168.6,226,8,14.07,6.22,49.74,1331,1
2023-11-14,5,1000.0,125,4,15.37,6.05,24.19,1337,1
2023-11-15,5,1628.75,170,7,17.97,7.0,48.99,1349,1
2023-11-16,5,2005.6,207,8,16.28,7.55,60.41,1343,1
2023-11-17,5,2114.55,219,7,15.51,6.63,46.39,1325,1
2023-11-18,5,2626.99,256,9,17.03,7.4,66.62,1306,0
2023-11-19,5,2287.12,244,9,14.15,7.86,70.77,1321,0
2023-11-20,5,1322.03,163,7,15.74,6.92,48.43,1411,1
2023-11-21,5,2649.0,266,8,13.75,6.49,51.91,1296,0
2023-11-22,5,1833.37,168,7,14.46,7.84,54.85,1352,1
2023-11-23,5,1711.82,143,6,17.39,6.94,41.67,1371,1
2023-11-24,5,1375.5,148,4,15.41,6.82,27.26,1372,1
2023-11-25,5,2004.79,213,9,17.11,6.71,60.36,1319,1
2023-11-26,5,1868.63,194,7,14.85,6.85,47.92,1355,1
2023-11-27,5,3271.87,322,12,16.83,7.35,88.17,1138,0
2023-11-28,5,2158.49,221,7,15.08,6.87,48.07,1309,1
2023-11-29,5,2827.77,272,10,15.2,6.65,66.48,1238,0
2023-11-30,5,1000.0,86,3,15.04,7.49,22.46,1379,1
2023-12-01,5,3057.63,286,11,15.54,6.41,70.47,1240,0
2023-12-02,5,3005.67,281,10,14.61,6.4,64.04,1193,0
2023-12-03,5,1358.75,146,4,12.92,7.39,29.57,1376,1
2023-12-04,5,1856.91,180,8,14.95,7.73,61.87,1363,1
2023-12-05,5,2055.31,192,7,15.2,6.48,45.38,1388,1
2023-12-06,5,2455.15,218,7,17.45,6.38,44.68,1414,0
2023-12-07,5,2085.22,222,9,11.61,7.34,66.07,1242,1
2023-12-08,5,2485.28,270,9,17.43,7.24,65.17,1254,0
2023-12-09,5,3236.43,303,11,16.57,6.89,75.84,1226,0
2023-12-10,5,2299.61,227,9,16.03,6.19,55.73,1323,0
2023-12-11,5,3016.73,283,11,15.23,6.18,68.02,1277,0
2023-12-12,5,2952.35,292,10,13.47,7.55,75.55,1233,0
2023-12-13,5,1000.0,112,3,17.93,6.9,20.71,1294,1
2023-12-14,5,2232.24,256,9,16.85,7.72,69.44,1373,0
2023-12-15,5,3700.59,361,14,15.38,7.15,100.09,1229,0
2023-12-16,5,2230.01,237,9,15.43,7.24,65.14,1357,0
2023-12-17,5,2123.03,227,8,14.84,7.87,62.95,1319,1
2023-12-18,5,3842.45,381,12,15.89,6.33,75.95,1210,0
2023-12-19,5,3170.68,340,12,14.93,7.09,85.03,1146,0
2023-12-20,5,4248.05,418,13,15.46,6.12,79.51,1107,0
2023-12-21,5,2744.85,283,9,15.66,6.72,60.46,1340,0
2023-12-22,5,4112.95,400,15,18.65,6.3,94.44,1173,0
2023-12-23,5,2474.82,258,8,13.63,6.38,51.01,1395,0
2023-12-24,5,1165.88,125,6,15.24,7.87,47.22,1358,1
2023-12-25,5,3794.09,403,13,16.84,7.22,93.88,1324,0
2023-12-26,5,3748.95,412,13,16.24,7.78,101.2,1335,0
2023-12-27,5,3863.63,405,15,16.02,6.89,103.31,1159,0
2023-12-28,5,3195.11,333,11,19.52,7.2,79.15,1222,0
2023-12-29,5,4568.95,449,15,16.63,6.06,90.96,1197,0
2023-12-30,5,4122.88,367,12,14.06,6.94,83.27,1142,0
2023-12-31,5,4125.51,439,16,13.89,7.13,114.05,1157,0
2022-01-01,6,2969.33,284,11,17.36,7.49,82.38,1241,0
2022-01-02,6,2686.13,241,8,19.37,6.04,48.32,1302,0
2022-01-03,6,3133.69,322,12,13.86,7.85,94.19,1259,0
2022-01-04,6,3375.7,299,10,16.62,7.66,76.6,1109,0
2022-01-05,6,3359.06,350,12,14.61,6.55,78.59,1233,0
2022-01-06,6,1209.55,93,5,13.97,7.11,35.53,1437,1
2022-01-07,6,2605.83,241,9,12.8,7.23,65.07,1256,0
2022-01-08,6,3818.03,326,11,18.19,6.26,68.9,1238,0
2022-01-09,6,4594.95,462,17,16.5,6.51,110.63,1150,0
2022-01-10,6,2991.83,305,11,14.66,6.05,66.51,1241,0
2022-01-11,6,3030.37,304,10,15.93,7.73,77.28,1285,0
2022-01-12,6,3312.68,297,11,12.29,6.05,66.55,1217,0
2022-01-13,6,4798.16,509,18,14.86,6.64,119.47,1130,0
2022-01-14,6,3495.73,346,13,13.86,6.16,80.03,1207,0
2022-01-15,6,1693.56,159,7,17.17,7.56,52.94,1392,1
2022-01-16,6,4951.11,511,17,17.27,7.85,133.45,1171,0
2022-01-17,6,4108.2,402,15,16.34,7.13,106.88,1150,0
2022-01-18,6,2554.19,264,10,16.42,6.28,62.79,1341,0
2022-01-19,6,3213.23,306,11,14.03,7.12,78.28,1228,0
2022-01-20,6,3019.1,318,12,16.08,7.54,90.49,1244,0
2022-01-21,6,3521.61,368,13,12.93,7.44,96.68,1199,0
2022-01-22,6,4911.44,482,18,12.73,7.48,134.7,1023,0
2022-01-23,6,2260.9,229,9,14.84,6.56,59.03,1344,0
2022-01-24,6,3512.38,351,11,15.8,6.15,67.62,1233,0
2022-01-25,6,3908.36,388,13,15.9,6.3,81.87,1195,0
2022-01-26,6,3796.01,356,11,13.11,7.91,87.02,1274,0
2022-01-27,6,3246.03,304,11,12.67,7.23,79.5,1324,0
2022-01-28,6,4866.92,479,17,14.32,7.46,126.75,1176,0
2022-01-29,6,3819.27,383,12,13.69,7.8,93.58,1183,0
2022-01-30,6,3747.59,357,12,15.92,7.71,92.47,1186,0
2022-01-31,6,4285.05,429,15,13.48,6.44,96.55,1106,0
2022-02-01,6,3814.38,336,11,17.92,6.12,67.28,1198,0
2022-02-02,6,3625.83,363,13,15.54,7.85,102.05,1210,0
2022-02-03,6,3358.23,337,13,14.78,7.96,103.52,1258,0
2022-02-04,6,5880.24,604,21,13.28,7.13,149.83,976,0
2022-02-05,6,4792.01,508,18,13.02,7.78,139.98,1098,0
2022-02-06,6,3880.44,402,14,14.52,6.46,90.49,1105,0
2022-02-07,6,5231.91,559,18,14.13,6.22,112.0,1046,0
2022-02-08,6,4661.8,466,17,12.4,7.0,118.99,1172,0
2022-02-09,6,4301.65,431,15,17.06,7.62,114.34,1101,0
2022-02-10,6,3475.06,364,14,13.34,7.31,102.33,1309,0
2022-02-11,6,3663.15,364,12,15.53,7.27,87.3,1257,0
2022-02-12,6,5126.86,506,17,15.66,6.03,102.59,1115,0
2022-02-13,6,4980.17,526,18,12.57,6.63,119.43,1168,0
2022-02-14,6,3305.91,345,13,14.42,7.88,102.43,1229,0
2022-02-15,6,4103.66,424,14,12.89,6.27,87.76,1135,0
2022-02-16,6,4998.83,483,16,15.61,7.45,119.24,1095,0
2022-02-17,6,5369.44,556,19,15.09,7.52,142.85,985,0
2022-02-18,6,4915.3,493,18,14.88,7.47,134.38,1166,0
2022-02-19,6,4162.49,396,14,13.77,7.98,111.7,1150,0
2022-02-20,6,4739.71,488,17,16.77,6.82,115.91,1083,0
2022-02-21,6,4405.19,417,15,14.43,7.36,110.47,1116,0
2022-02-22,6,4901.85,442,14,12.78,6.39,89.42,1109,0
2022-02-23,6,5800.72,544,19,13.58,6.8,129.19,1042,0
2022-02-24,6,4013.97,396,14,11.99,6.98,97.76,1172,0
2022-02-25,6,4885.59,519,19,14.02,6.43,122.16,1102,0
2022-02-26,6,4603.98,467,17,13.64,7.81,132.83,1159,0
2022-02-27,6,4491.18,447,15,16.04,7.43,111.49,1086,0
2022-02-28,6,4609.15,487,16,15.86,6.57,105.08,1143,0
2022-03-01,6,5790.97,589,21,15.32,6.27,131.67,1021,0
2022-03-02,6,5222.3,543,19,16.42,6.58,124.94,982,0
2022-03-03,6,4393.43,459,15,13.23,7.25,108.69,1094,0
2022-03-04,6,5314.01,525,19,15.48,7.65,145.4,1035,0
2022-03-05,6,4364.32,432,16,12.84,7.01,112.1,1234,0
2022-03-06,6,3396.47,323,11,14.28,6.2,68.25,1251,0
2022-03-07,6,3000.14,317,12,15.51,6.5,77.98,1274,0
2022-03-08,6,5259.92,501,17,14.2,6.69,113.73,1055,0
2022-03-09,6,4646.67,447,16,17.45,7.27,116.36,1103,0
2022-03-10,6,5686.54,567,18,14.48,6.49,116.88,986,0
2022-03-11,6,5212.11,523,17,16.2,6.47,109.95,1067,0
2022-03-12,6,5124.11,524,19,14.6,6.57,124.88,1159,0
2022-03-13,6,4567.69,456,16,15.2,7.19,114.96,1069,0
2022-03-14,6,5357.89,529,19,14.45,6.99,132.72,1042,0
2022-03-15,6,6193.6,634,22,15.27,7.68,169.03,1051,0
2022-03-16,6,3347.81,353,13,17.59,7.4,96.15,1278,0
2022-03-17,6,4853.87,451,15,17.31,7.33,110.0,1076,0
2022-03-18,6,6059.75,627,21,14.27,6.31,132.5,1073,0
2022-03-19,6,4076.55,401,13,14.66,6.11,79.44,1152,0
2022-03-20,6,5108.51,543,18,15.08,7.02,126.36,1034,0
2022-03-21,6,4463.22,433,14,15.96,6.14,86.01,1218,0
2022-03-22,6,4803.39,460,17,17.78,6.73,114.38,1120,0
2022-03-23,6,3605.93,374,13,16.93,6.05,78.68,1203,0
2022-03-24,6,5818.73,624,20,14.6,6.35,127.07,1043,0
2022-03-25,6,5157.27,483,17,15.6,6.22,105.75,1039,0
2022-03-26,6,3886.53,405,14,15.34,7.6,106.43,1161,0
2022-03-27,6,5381.63,549,18,14.09,6.69,120.46,1141,0
2022-03-28,6,5217.22,521,19,16.52,6.16,117.0,1176,0
2022-03-29,6,4503.26,492,16,11.23,6.53,104.5,1084,0
2022-03-30,6,6631.79,625,20,16.51,7.37,147.31,950,0
2022-03-31,6,5472.42,569,19,15.62,7.49,142.33,1062,0
2022-04-01,6,6093.44,629,22,12.29,6.24,137.27,1023,0
2022-04-02,6,4933.49,517,18,13.44,7.56,136.03,1058,0
2022-04-03,6,3762.92,398,15,11.9,6.74,101.12,1231,0
2022-04-04,6,3204.0,325,10,17.55,7.36,73.59,1280,0
2022-04-05,6,4251.13,419,15,13.51,7.34,110.15,1202,0
2022-04-06,6,6139.29,602,21,16.37,7.59,159.33,1046,0
2022-04-07,6,4651.29,477,15,16.42,7.39,110.92,1132,0
2022-04-08,6,5889.7,589,21,14.82,6.08,127.63,1078,0
2022-04-09,6,4120.57,408,15,14.0,7.04,105.58,1198,0
2022-04-10,6,4520.06,441,15,15.77,6.33,94.99,1064,0
2022-04-11,6,4631.15,455,17,15.32,7.94,134.98,1056,0
2022-04-12,6,5221.29,538,17,16.4,6.51,110.7,1098,0
2022-04-13,6,3954.06,396,15,13.24,6.84,102.6,1248,0
2022-04-14,6,4394.38,464,16,16.53,6.39,102.29,1171,0
2022-04-15,6,4836.83,457,17,17.02,6.27,106.58,1142,0
2022-04-16,6,3941.95,407,13,14.61,7.2,93.62,1132,0
2022-04-17,6,3600.9,340,11,13.57,6.99,76.85,1215,0
2022-04-18,6,5023.18,527,19,14.28,6.75,128.24,1155,0
2022-04-19,6,3929.52,418,15,14.04,6.17,92.56,1208,0
2022-04-20,6,5953.81,567,18,14.73,7.47,134.49,1029,0
2022-04-21,6,5965.85,581,20,13.89,6.01,120.23,1052,0
2022-04-22,6,4494.9,435,14,15.68,6.92,96.81,1152,0
2022-04-23,6,5432.2,568,20,15.96,7.27,145.3,1124,0
2022-04-24,6,4994.18,488,18,14.46,6.86,123.51,1112,0
2022-04-25,6,5781.01,592,20,12.07,6.25,125.05,1036,0
2022-04-26,6,4547.43,442,14,15.66,7.56,105.79,1084,0
2022-04-27,6,5309.12,552,18,12.79,6.65,119.66,1136,0
2022-04-28,6,5136.39,537,18,15.37,6.27,112.85,1042,0
2022-04-29,6,5081.26,542,18,15.11,7.1,127.81,1105,0
2022-04-30,6,4365.01,433,15,14.51,6.04,90.58,1191,0
2022-05-01,6,5790.89,579,19,15.97,6.65,126.31,1126,0
2022-05-02,6,4500.03,447,15,15.55,7.5,112.52,1151,0
2022-05-03,6,4478.66,448,15,15.58,7.83,117.38,1211,0
2022-05-04,6,4216.88,413,14,16.23,7.18,100.57,1164,0
2022-05-05,6,4247.73,446,16,14.38,6.44,102.96,1132,0
2022-05-06,6,4565.8,441,16,14.36,6.44,103.04,1273,0
2022-05-07,6,5098.93,507,18,16.62,7.21,129.74,1031,0
2022-05-08,6,5346.86,539,17,15.96,6.81,115.83,1218,0
2022-05-09,6,4803.66,490,17,14.3,6.35,108.03,1197,0
2022-05-10,6,5813.86,558,18,11.99,7.57,136.35,1006,0
2022-05-11,6,4754.6,471,15,15.59,6.4,96.01,1152,0
2022-05-12,6,3203.18,321,11,15.73,6.64,73.08,1174,0
2022-05-13,6,3694.74,386,14,13.18,6.12,85.72,1234,0
2022-05-14,6,5156.57,511,17,13.73,7.4,125.85,1104,0
2022-05-15,6,4314.06,429,14,14.39,6.55,91.71,1198,0
2022-05-16,6,4236.72,426,14,15.68,6.47,90.52,1141,0
2022-05-17,6,3757.06,397,15,18.73,6.61,99.1,1207,0
2022-05-18,6,4184.93,377,13,16.68,7.75,100.73,1189,0
2022-05-19,6,4172.88,419,14,12.74,7.04,98.5,1142,0
2022-05-20,6,4849.36,508,16,14.35,6.32,101.05,1182,0
2022-05-21,6,4236.44,407,14,14.86,7.55,105.69,1168,0
2022-05-22,6,5428.22,528,19,15.75,6.42,121.92,1083,0
2022-05-23,6,3857.54,410,14,13.78,6.82,95.55,1150,0
2022-05-24,6,4519.15,445,14,15.88,7.14,99.91,1056,0
2022-05-25,6,3004.72,294,9,14.23,7.17,64.52,1192,0
2022-05-26,6,4829.89,489,17,15.87,6.14,104.35,1143,0
2022-05-27,6,3139.08,254,8,15.11,7.67,61.39,1209,0
2022-05-28,6,4704.39,434,16,18.07,6.96,111.34,1160,0
2022-05-29,6,2748.18,286,11,16.47,7.98,87.76,1363,0
2022-05-30,6,3365.85,332,13,16.97,7.43,96.65,1269,0
2022-05-31,6,4834.64,480,18,13.41,7.99,143.73,1135,0
2022-06-01,6,5387.15,526,17,14.2,6.91,117.42,1102,0
2022-06-02,6,1933.69,188,6,15.49,6.28,37.69,1401,1
2022-06-03,6,3205.62,344,12,13.15,7.45,89.46,1259,0
2022-06-04,6,5511.58,554,18,16.57,7.56,136.0,1092,0
2022-06-05,6,4131.74,434,15,15.2,7.71,115.59,1141,0
2022-06-06,6,3162.32,313,10,16.65,6.6,66.03,1198,0
2022-06-07,6,5139.31,514,18,15.72,7.02,126.38,1064,0
2022-06-08,6,4395.42,446,15,15.07,7.72,115.73,1132,0
2022-06-09,6,3984.25,409,15,14.82,7.73,115.94,1163,0
2022-06-10,6,2331.43,216,8,13.85,6.05,48.41,1371,0
2022-06-11,6,5510.64,551,19,13.76,7.34,139.49,923,0
2022-06-12,6,4012.24,388,13,16.33,7.2,93.64,1168,0
2022-06-13,6,3522.89,382,13,16.0,6.17,80.17,1255,0
2022-06-14,6,4908.09,456,16,16.85,7.86,125.76,1143,0
2022-06-15,6,2973.25,309,12,14.18,6.89,82.69,1221,0
2022-06-16,6,2799.47,264,9,16.68,7.35,66.14,1363,0
2022-06-17,6,2863.3,264,9,14.74,7.77,69.89,1202,0
2022-06-18,6,3305.34,324,11,15.87,6.26,68.86,1218,0
2022-06-19,6,3597.94,386,12,16.94,7.71,92.54,1197,0
2022-06-20,6,4055.75,393,13,18.11,7.45,96.83,1160,0
2022-06-21,6,2509.8,215,9,16.61,7.68,69.11,1367,0
2022-06-22,6,3720.13,353,12,15.3,6.99,83.88,1203,0
2022-06-23,6,2962.22,299,10,15.84,6.07,60.67,1279,0
2022-06-24,6,3324.52,300,10,16.87,7.34,73.41,1278,0
2022-06-25,6,4344.84,449,15,16.06,6.75,101.24,1120,0
2022-06-26,6,3738.32,342,13,14.4,6.8,88.46,1193,0
2022-06-27,6,3771.36,367,13,15.92,6.88,89.47,1282,0
2022-06-28,6,2783.97,295,11,16.96,6.99,76.84,1296,0
2022-06-29,6,4783.57,468,15,17.72,7.32,109.86,1063,0
2022-06-30,6,3747.17,348,13,15.09,7.45,96.9,1157,0
2022-07-01,6,2835.93,282,11,13.32,7.55,83.09,1318,0
2022-07-02,6,4054.92,396,15,12.33,7.34,110.15,1119,0
2022-07-03,6,3563.46,381,14,16.19,7.61,106.5,1191,0
2022-07-04,6,2064.16,223,9,12.7,6.24,56.2,1345,1
2022-07-05,6,3200.86,330,13,15.48,7.67,99.76,1245,0
2022-07-06,6,2232.61,224,9,16.62,6.77,60.97,1396,1
2022-07-07,6,1341.46,130,6,14.76,7.06,42.35,1270,1
2022-07-08,6,2593.72,255,10,12.76,6.87,68.68,1317,0
2022-07-09,6,3813.54,347,11,13.11,6.95,76.47,1181,0
2022-07-10,6,4052.31,405,15,13.62,6.57,98.56,1242,0
2022-07-11,6,2430.82,227,9,14.81,6.34,57.06,1294,0
2022-07-12,6,2577.74,256,9,16.81,6.21,55.89,1283,0
2022-07-13,6,3889.75,390,14,15.02,6.9,96.64,1189,0
2022-07-14,6,3276.23,318,11,18.23,6.25,68.76,1205,0
2022-07-15,6,3098.28,328,12,16.56,6.49,77.88,1223,0
2022-07-16,6,2785.4,257,8,15.44,6.27,50.14,1270,0
2022-07-17,6,3220.9,312,10,14.89,6.22,62.18,1325,0
2022-07-18,6,2584.59,252,9,14.25,7.76,69.88,1269,0
2022-07-19,6,3799.64,403,14,15.22,7.35,102.87,1162,0
2022-07-20,6,2448.11,245,10,15.81,7.85,78.48,1284,0
2022-07-21,6,2403.32,240,8,15.48,7.29,58.3,1308,0
2022-07-22,6,1000.0,117,3,14.25,7.69,23.06,1500,1
2022-07-23,6,3294.48,319,11,13.45,7.11,78.22,1198,0
2022-07-24,6,1646.3,182,6,17.79,6.93,41.55,1493,1
2022-07-25,6,1000.0,108,4,15.95,7.06,28.23,1443,1
2022-07-26,6,2211.0,246,9,15.53,6.64,59.76,1273,1
2022-07-27,6,2052.65,198,8,15.76,7.32,58.53,1308,1
2022-07-28,6,2652.54,259,9,16.65,7.79,70.15,1191,0
2022-07-29,6,2781.62,281,11,14.3,7.56,83.21,1283,0
2022-07-30,6,1570.03,156,5,14.81,6.92,34.62,1427,1
2022-07-31,6,4378.33,453,15,13.87,7.91,118.62,1151,0
2022-08-01,6,2011.79,197,7,14.99,7.97,55.8,1379,1
2022-08-02,6,1000.0,79,3,13.99,6.99,20.96,1441,1
